ncbigene_id	name	chr	start	stop
100420734	RAB5CP1	10	74423232	74424056
100420737	NEFMP1	10	54599677	54600879
100420738	LOC100420738	3	159721349	159722239
100420741	LOC100420741	6	87440973	87442315
100420742	LOC100420742	6	100093279	100093812
100420743	LOC100420743	6	127624291	127634189
100420746	LOC100420746	8	114318296	114318930
100420748	LOC100420748	8	109416025	109417053
100420752	SRP72P1	18	49495039	49496896
100420754	SOCS5P1	7	86216584	86217732
100420758	PABPN1P1	X	71419228	71420648
100420759	SOCS6P1	X	71527620	71528634
100420760	CORO1CP1	X	79369384	79370175
100420763	CKAP2P1	14	21110911	21113213
100420765	LOC100420765	14	42608867	42609564
100420770	MYG1P1	2	27896717	27897198
100420772	COPRSP1	2	140683161	140683942
100420774	LOC100420774	2	73877181	73877818
100420775	LOC100420775	2	211104926	211105729
100420776	CNTNAP3P6	9	39778243	39782548
100420777	CNTNAP3P7	9	42752742	42756963
100420778	CDRT15P6	9	41340832	41341614
100420779	LOC100420779	9	92339669	92340509
100420784	CDRT15P14	9	40121957	40122739
100420785	CNTNAP3P8	9	42537580	42541907
100420786	CNTNAP3P5	9	62559837	62564168
100420787	CNTNAP3P1	9	62924909	62929214
100420788	CDRT15P7	9	63719859	63720641
100420789	CDRT15P12	9	66253254	66254036
100420790	LOC100420790	9	71804282	71804805
100420792	NDFIP1P1	12	18358432	18359143
100420794	LOC100420794	12	79307562	79309066
100420797	LOC100420797	19	35079867	35088831
100420798	PABPN1P2	19	52810142	52814025
100420800	LOC100420800	11	83789835	83791610
100420801	LOC100420801	11	95011857	95012531
100420802	LOC100420802	11	95030542	95031245
100420803	LOC100420803	11	95057272	95057985
100420804	LOC100420804	5	23262571	23263164
100420811	CDRT15P10	Y	11085275	11086148
100420818	LOC100420818	4	3921631	3924273
100420821	LOC100420821	4	9733369	9742365
100420827	NPAP1P1	10	50696266	50697148
100420828	LOC100420828	10	63973721	63976616
100420829	NPAP1P2	10	79861261	79862136
100420830	NPAP1P3	10	87377572	87378447
100420831	LOC100420831	3	112185282	112185999
100420832	LOC100420832	3	130917984	130919198
100420833	FGFR3P4	3	177700300	177701071
100420834	SRRM1P2	3	83937055	83939037
100420839	LOC100420839	6	157372553	157373169
100420841	KATNBL1P5	6	25248188	25248779
100420843	KNOP1P4	6	72986300	72988143
100420845	LOC100420845	8	83099975	83100845
100420848	LOC100420848	17	27526111	27527266
100420850	LOC100420850	17	30629679	30637463
100420851	LOC100420851	17	36161606	36227069
100420852	LOC100420852	17	36373458	36425588
100420853	LOC100420853	17	37973982	37974854
100420854	SPDYE22P	17	59170858	59183039
100420859	C2orf69P4	16	35352482	35353021
100420863	LOC100420863	7	6895599	6900623
100420864	LOC100420864	7	125159972	125160544
100420869	LOC100420869	X	48775796	48776991
100420872	LOC100420872	X	95720242	95721143
100420875	FAM204BP	1	197746554	197747502
100420877	SLC25A39P1	1	202795951	202797290
100420878	LOC100420878	1	205625384	205626349
100420879	LOC100420879	1	242890190	242890802
100420880	LOC100420880	1	247042776	247044166
100420881	FGFR3P6	1	247119733	247120281
100420885	LOC100420885	22	49817107	49818942
100420886	RNFT1P1	2	19984120	19985045
100420887	LOC100420887	2	68528013	68529538
100420888	TOR1BP1	2	74618756	74619384
100420889	ANAPC1P3	2	87118534	87120980
100420890	ANAPC1P5	2	87985726	87992858
100420892	RTRAFP1	2	111940117	111941054
100420893	VPS26CP1	2	206686516	206687362
100420895	LOC100420895	2	185833588	185835115
100420896	LOC100420896	9	92104124	92105650
100420897	LOC100420897	12	42929850	42930403
100420898	KNOP1P2	12	45880949	45882267
100420899	LOC100420899	12	64442511	64443318
100420900	PRXL2AP1	12	78130332	78130994
100420901	HAUS8P1	12	114097651	114098222
100420902	LOC100420902	19	45234194	45234808
100420904	LOC100420904	19	51282477	51283024
100420907	LOC100420907	11	67751734	67756968
100420909	TMEM251P1	5	91030691	91031548
100420910	PRMT1P1	5	177265364	177266637
100420911	RTRAFP2	5	95440055	95440847
100420916	FAM204CP	13	75688553	75689196
100420919	KATNBL1P1	13	28067586	28068342
100420920	ZDHHC4P1	13	42933679	42934931
100420921	AMMECR1LP1	13	96573641	96574502
100420924	RNF6P1	21	39373762	39374420
100420925	CDRT15P8	21	10136424	10137203
100420926	ZEB2P1	4	16360490	16361826
100420927	PRMT5P1	4	147458526	147459325
100420928	LOC100420928	15	44914619	44930621
100420929	LOC100420929	15	58966781	58967636
100420930	LOC100420930	15	72604352	72604991
100420939	LOC100420939	3	172680713	172681220
100420940	LOC100420940	6	66710241	66711536
100420941	BTN1A1P1	6	26477864	26478520
100420944	LOC100420944	8	39997868	39998491
100420946	KATNBL1P3	18	2593479	2594952
100420948	LOC100420948	18	60673512	60674108
100420949	LOC100420949	18	51433242	51434938
100420950	MRPL37P1	18	58690355	58691601
100420951	LOC100420951	16	11380858	11381360
100420952	FGFR3P5	16	35232457	35233048
100420954	LOC100420954	7	66789814	66790342
100420955	LOC100420955	X	98348499	98349000
100420957	TCERG1P1	X	117399466	117400080
100420958	LOC100420958	X	136961916	137002494
100420963	FAM204DP	14	77172876	77173705
100420966	LOC100420966	14	72960593	72962096
100420967	LOC100420967	22	22785667	22786232
100420968	LYARP1	2	82268737	82269679
100420972	ZFYVE9P2	2	17284291	17285096
100420975	GMCL1P2	2	108367115	108367939
100420981	LOC100420981	12	32726404	32727505
100420982	LOC100420982	12	56941172	56941681
100420983	LOC100420983	12	7237410	7240987
100420990	LOC100420990	5	29515983	29516503
100421002	HAVCR1P2	4	116858095	116858968
100421006	LOC100421006	4	184072421	184073198
100421008	SLC9B1P3	10	38640781	38689075
100421009	LOC100421009	10	50695592	50696069
100421010	LOC100421010	10	79860585	79861062
100421018	AMZ2P2	6	158725689	158726802
100421022	LOC100421022	6	87334611	87335588
100421023	LOC100421023	8	13583843	13584535
100421028	LOC100421028	17	29197073	29197788
100421029	TCERG1P2	16	17094352	17094926
100421031	LOC100421031	16	30336320	30343342
100421039	NLRP7P1	X	131492081	131492902
100421043	LOC100421043	X	135297040	135297833
100421045	BCAS2P2	1	100392835	100393657
100421046	SOD2P1	1	103100139	103100706
100421047	RBMX2P3	1	119084204	119085999
100421053	RIPPLY3P1	14	38973527	38974029
100421055	ZMYND19P1	14	77696768	77697363
100421057	GSTM3P2	2	159055903	159057019
100421058	PABPC1P11	9	17589462	17590695
100421061	LOC100421061	12	82468457	82469220
100421064	LOC100421064	19	35075797	35076482
100421071	LOC100421071	5	29848480	29849221
100421072	COQ10BP2	5	83279719	83280651
100421074	LOC100421074	5	140764140	140764954
100421075	RCC2P2	Y	19986587	19987872
100421087	LOC100421087	15	98466834	98467411
100421090	RCC2P4	3	126766236	126767450
100421091	LOC100421091	6	75611053	75612000
100421092	LOC100421092	6	17381486	17382026
100421093	LOC100421093	6	85286338	85290752
100421094	LOC100421094	8	12374353	12375545
100421096	NCAPGP1	8	120635483	120638159
100421097	ALG1L12P	8	12421018	12426338
100421100	LOC100421100	17	29775717	29776691
100421108	ITPK1P1	X	47156386	47157774
100421109	KPNA4P1	X	64304876	64306932
100421110	VENTXP8	X	26557908	26558513
100421113	CROCCP4	1	16750234	16750963
100421114	CROCCP5	1	21434319	21436825
100421116	LOC100421116	1	114353985	114355158
100421121	LOC100421121	22	20639071	20650482
100421122	LOC100421122	2	43680566	43681594
100421123	PGBD4P5	2	88922107	88922752
100421125	SMC4P1	2	136544655	136545538
100421126	LOC100421126	12	38994831	38996983
100421129	IFNL3P1	19	39236624	39237336
100421130	LOC100421130	19	54228988	54230542
100421131	RCC2P6	11	62371967	62373371
100421133	PGAM5P1	5	109884085	109885494
100421136	PGBD4P3	5	148307710	148308249
100421137	DPPA2P1	Y	13230854	13231471
100421141	LOC100421141	4	77311424	77312116
100421142	LOC100421142	4	77350391	77351177
100421143	ELL2P2	4	132367768	132368412
100421146	PGBD4P4	4	130494672	130495278
100421148	NCAPGP2	15	30005203	30006437
100421150	COQ10BP1	10	24660540	24661053
100421153	DLEC1P1	3	38325150	38329070
100421154	LOC100421154	3	134510328	134511423
100421156	DPPA4P1	3	66326247	66326982
100421158	LOC100421158	6	49115534	49116114
100421160	LOC100421160	8	14022683	14023438
100421161	LOC100421161	8	25141201	25141834
100421165	LOC100421165	17	22277873	22279405
100421166	SEC24AP1	17	69094099	69095505
100421167	SCML2P1	18	6926973	6928214
100421169	LOC100421169	16	25071520	25072023
100421171	LOC100421171	16	25015977	25022379
100421172	SCML2P2	16	25069571	25070300
100421173	LOC100421173	16	25093410	25095179
100421174	LOC100421174	16	53298687	53299793
100421175	NCAPD2P1	7	34750052	34752044
100421177	TDGF1P1	X	38395232	38395940
100421178	PGAM4P1	X	54671984	54672833
100421179	LOC100421179	X	55137917	55138558
100421180	PGBD4P6	X	143343974	143344865
100421182	PGBD4P7	1	94672838	94674160
100421184	ZBTB2P1	1	15226363	15227242
100421185	PGBD4P8	1	60097409	60098194
100421188	GAPDHP57	2	75455990	75456594
100421189	GAPDHP49	2	222503918	222504835
100421194	PDK1P1	9	29317832	29318951
100421197	LOC100421197	9	101358929	101360411
100421198	LAMP1P1	12	1865282	1865793
100421201	LOC100421201	12	126510901	126511699
100421202	LOC100421202	12	10040840	10045704
100421204	LOC100421204	11	72551059	72552382
100421207	LOC100421207	11	75100461	75101131
100421217	USP9YP5	Y	18490913	18494294
100421219	USP9YP8	Y	21677145	21679322
100421220	USP9YP9	Y	25730009	25733451
100421222	USP9YP10	Y	18826106	18829487
100421224	USP9YP11	Y	23936662	23940101
100421226	RABEPKP1	13	71296224	71297231
100421228	PGBD4P2	20	44841650	44842589
100421232	GAPDHP56	4	130503365	130504340
100421235	LOC100421235	15	82691525	82692451
100421236	GAPDHP50	3	89047444	89048431
100421238	LOC100421238	3	175675082	175676794
100421239	FANCD2P1	3	9992871	9994325
100421245	NIP7P3	6	116136860	116137631
100421246	LOC100421246	6	131184127	131185505
100421248	LOC100421248	6	11015445	11015982
100421250	LOC100421250	6	134009007	134009546
100421256	LOC100421256	8	140039757	140040272
100421257	LOC100421257	18	71028780	71033052
100421258	LOC100421258	16	60024387	60025140
100421259	LOC100421259	16	46573663	46575093
100421267	PDE4DIPP8	1	16548650	16551229
100421269	PDE4DIPP10	1	21411455	21411989
100421271	GAPDHP51	1	51707137	51708145
100421273	LOC100421273	1	93384493	93384993
100421279	PDE4DIPP9	1	16856710	16859283
100421281	LOC100421281	1	118712996	118713863
100421287	LOC100421287	2	95459605	95460161
100421288	LOC100421288	2	97008454	97009010
100421289	PRCPP1	2	101520635	101522033
100421292	LOC100421292	2	95616573	95617129
100421293	LOC100421293	9	105709932	105710852
100421294	LOC100421294	9	102922571	102923237
100421295	PRPS1P2	9	125150530	125151786
100421296	SRSF11P1	12	19306670	19308235
100421300	LOC100421300	19	43178875	43179156
100421303	LOC100421303	11	85453040	85453755
100421306	LOC100421306	11	106824053	106825153
100421307	DDX43P1	5	115974504	115975853
100421308	LOC100421308	5	18908900	18909461
100421309	LOC100421309	5	61347125	61347897
100421311	BRCC3P1	5	176308054	176309209
100421313	GAPDHP52	13	21358375	21359310
100421318	GAPDHP53	20	24445411	24446313
100421319	GAPDHP54	20	46997710	46998476
100421323	HNRNPRP3	4	37868293	37869070
100421324	GAPDHP55	15	44063443	44064308
100421328	DDX50P2	3	154351915	154354865
100421330	LOC100421330	6	155004791	155005327
100421331	SAMD11P1	17	2613281	2613968
100421332	LOC100421332	17	5061767	5062304
100421336	LOC100421336	7	33379948	33380865
100421338	CNOT7P1	X	69937287	69938256
100421340	FNDC3CP	X	78165695	78170136
100421341	UBE2V2P3	1	11278413	11279274
100421343	LOC100421343	1	188242086	188242704
100421344	LOC100421344	1	242383344	242384795
100421347	LOC100421347	2	69251817	69252373
100421349	LOC100421349	2	216175046	216175937
100421350	TCEA1P4	9	32976388	32977201
100421351	HNRNPA1P14	9	88410331	88411519
100421353	HNRNPA1P15	9	125595592	125596824
100421354	HNRNPRP2	11	29668885	29669627
100421357	HNRNPA3P7	5	154337546	154338430
100421358	LOC100421358	5	62333458	62335543
100421361	IDI1P3	20	4735608	4736293
100421362	LOC100421362	20	21488014	21488623
100421363	ANKRD20A17P	4	49501947	49506025
100421364	LOC100421364	4	16307456	16308062
100421368	LOC100421368	15	89936490	89937205
100421369	DDX20P1	10	147829	148795
100421371	DDX10P1	10	30919007	30921129
100421372	LOC100421372	10	14838305	14846998
100421374	MPRIPP1	3	44577429	44581302
100421376	HNRNPA1P17	3	108325507	108326813
100421378	HNRNPA1P77	3	44844566	44845503
100421379	HNRNPA1P37	6	5608730	5610280
100421384	HNRNPA1P38	8	141459016	141460227
100421385	LOC100421385	18	60525624	60526173
100421386	LOC100421386	7	63209221	63211815
100421387	LOC100421387	7	79124738	79125630
100421389	HNRNPA1P9	7	87521392	87522611
100421390	EIF5P1	X	9818038	9819668
100421391	EIF5P2	X	19496365	19497169
100421395	HNRNPA3P12	1	53974977	53976149
100421397	HNRNPA1P68	1	100940824	100942053
100421398	HNRNPA1P54	1	179455919	179457397
100421399	HNRNPA1P46	1	191145622	191147020
100421400	LOC100421400	1	77194817	77195468
100421401	LOC100421401	1	89237423	89302957
100421402	LOC100421402	1	113449705	113450684
100421404	LOC100421404	2	20291538	20292261
100421409	LOC100421409	2	189822100	189823099
100421413	HNRNPA3P10	12	51712486	51713655
100421414	LOC100421414	19	32823435	32824504
100421415	HNRNPA3P9	11	32591770	32592765
100421417	LOC100421417	11	134316770	134317271
100421419	LOC100421419	5	288392	290547
100421420	TPT1P5	5	31908360	31909182
100421422	ANKRD20A10P	13	24751765	24752332
100421424	HNRNPA1P29	13	93394975	93395832
100421427	ANKRD20A16P	21	8877126	8881175
100421428	RNGTTP1	21	25643544	25644218
100421429	RTEL1P1	4	112355810	112359912
100421430	HNRNPA1P74	15	54320537	54321731
100421431	HNRNPA3P11	15	57246940	57248089
100421432	HNRNPA1P44	15	65815861	65817557
100421433	HNRNPA1P71	15	33012067	33013264
100421436	UBE2FP1	3	37141544	37144181
100421437	DNAJB6P7	3	125344138	125344796
100421438	LOC100421438	3	136736295	136737254
100421439	TPT1P3	3	141709009	141709726
100421444	LOC100421444	8	84828375	84828959
100421446	LOC100421446	8	11998829	11999504
100421451	HNRNPA3P16	18	50814387	50815538
100421455	EIF4EP4	7	81463035	81463612
100421462	TRAPPC2LP1	X	70361423	70362373
100421465	LOC100421465	1	87044733	87045876
100421468	LOC100421468	1	87045874	87046717
100421471	LOC100421471	1	182734228	182734750
100421472	MTFR2P1	2	63232332	63234029
100421473	TVP23BP2	2	74628127	74628944
100421474	LOC100421474	2	169658523	169661549
100421478	FAM71BP1	9	25937910	25938436
100421479	HTR1DP1	12	1152256	1153036
100421480	TPT1P12	12	9155510	9156537
100421482	LOC100421482	12	112322388	112323095
100421483	LOC100421483	19	6553752	6554486
100421484	MARK2P11	5	157984643	157989983
100421485	MARK2P5	5	15384230	15384859
100421487	CCNQP2	Y	26626322	26627367
100421490	LOC100421490	20	10613238	10614172
100421493	PIMREGP4	4	26873462	26874396
100421494	LOC100421494	4	76885598	76886553
100421495	ACTR6P1	4	106836500	106837570
100421496	MARK2P4	4	176012027	176014523
100421498	MARK2P8	3	128748155	128749481
100421499	MARK2P17	3	128842752	128844367
100421500	MARK2P6	3	128851619	128853007
100421501	MARK2P1	3	9854904	9855531
100421502	MARK2P2	3	10012383	10013132
100421503	MARK3P2	3	12857313	12858685
100421504	LOC100421504	3	12860686	12862249
100421505	LOC100421505	3	12862416	12863603
100421506	ILF2P1	3	65687255	65688656
100421507	MARK2P3	3	129334529	129335304
100421508	LOC100421508	3	129345409	129346128
100421509	LARP7P4	3	145523525	145524406
100421510	LOC100421510	3	169931838	169933428
100421511	LOC100421511	6	669079	670306
100421512	RBPMS2P1	6	73157319	73158224
100421513	LOC100421513	6	127659557	127660579
100421515	BMPR1AP1	6	129157325	129159319
100421517	LOC100421517	6	47597156	47597942
100421518	LOC100421518	6	167347367	167348333
100421523	LOC100421523	17	47367541	47369407
100421525	DNAJB6P8	17	63182165	63182816
100421527	LOC100421527	18	77632886	77633425
100421528	EIF4BP5	16	47564975	47566953
100421531	MARK2P7	7	36146833	36148024
100421533	EIF4A1P10	X	92113097	92114476
100421535	GEMIN8P3	X	86304224	86305104
100421536	LOC100421536	1	75641343	75642286
100421537	BPNT2P1	1	210462344	210463011
100421539	SUZ12P2	14	23768199	23769021
100421541	LOC100421541	14	67799003	67799805
100421542	DNAJA1P6	22	17517634	17519276
100421545	EIF4HP2	22	30902152	30902971
100421548	LOC100421548	2	95607072	95616588
100421549	RFC5P1	9	77072677	77073291
100421550	MARK3P1	12	46681990	46682733
100421558	LOC100421558	11	29391524	29393845
100421559	LOC100421559	11	39873975	39874426
100421560	GCNT1P2	5	22580040	22580818
100421561	LOC100421561	5	61375057	61377031
100421565	MARK2P12	13	73407788	73408324
100421566	CCNQP3	13	19382258	19383307
100421569	LOC100421569	20	49829101	49831364
100421572	MESTP2	15	60053006	60054126
100421574	LOC100421574	15	69160752	69161904
100421577	FAM21EP	10	50021181	50067802
100421579	EIF4A2P2	10	73200354	73201424
100421580	LOC100421580	3	100910780	100912203
100421581	GCNT1P3	3	190624598	190625165
100421582	PAIP1P1	6	30186609	30188642
100421583	LOC100421583	6	85156678	85161808
100421588	SINHCAFP1	18	26255508	26256464
100421589	LRRC37A7P	18	31724226	31725685
100421591	LOC100421591	18	31883259	31883872
100421594	LOC100421594	16	57713722	57715068
100421595	THRAP3P3	7	11820119	11821298
100421597	LOC100421597	7	7980276	7982428
100421598	GCNT1P5	7	77461426	77462332
100421599	TVP23CP1	7	90631905	90632567
100421601	PPATP2	X	78699383	78699886
100421602	LOC100421602	X	35741994	35744870
100421603	LOC100421603	X	52326165	52326689
100421606	FAM133FP	1	227598429	227599132
100421610	C4BPAP3	1	207194788	207195306
100421611	LOC100421611	14	84998277	84999292
100421614	LOC100421614	22	24686846	24688387
100421617	FAM133GP	12	25435587	25436296
100421618	LOC100421618	12	38205384	38206011
100421620	LOC100421620	19	15902271	15903238
100421621	FAM187B2P	19	35232289	35233002
100421622	LOC100421622	11	73994976	73996180
100421623	ZP3P1	5	83875189	83875753
100421629	METTL21AP1	21	39235327	39236049
100421630	LOC100421630	4	176631597	176632528
100421632	THRAP3P2	15	91742613	91743985
100421633	WARS2P1	10	80940643	80941206
100421634	CUBNP3	10	45127316	45148913
100421636	LOC100421636	3	122594769	122603626
100421637	LOC100421637	3	133761510	133762361
100421638	CTAGE13P	6	168286798	168289324
100421641	LOC100421641	16	69264133	69264946
100421642	ZP3P2	7	136486038	136486564
100421646	LOC100421646	14	22723475	22726682
100421648	SUCLA2P3	2	25079605	25081691
100421651	LOC100421651	2	78437863	78438915
100421652	PTP4A1P1	2	158065344	158066253
100421655	LOC100421655	9	68788564	68789843
100421657	HNRNPDLP4	19	58049045	58049546
100421658	LOC100421658	11	102766800	102767926
100421663	LOC100421663	20	19809087	19810020
100421664	LOC100421664	4	2324467	2325085
100421667	LOC100421667	15	23225887	23226391
100421669	LOC100421669	3	22811635	22812455
100421670	LOC100421670	3	117674314	117675256
100421671	SUCLG2P1	3	142532246	142532967
100421672	LOC100421672	3	59535862	59536414
100421673	LOC100421673	8	13909231	13909783
100421674	LOC100421674	17	40380665	40381837
100421675	ARL2BPP9	17	82576313	82577499
100421681	PTP4A1P7	1	176616073	176616982
100421684	LOC100421684	14	19199762	19200278
100421685	LOC100421685	22	15922427	15922943
100421689	NSA2P5	2	170077467	170078386
100421690	LOC100421690	9	67192586	67193407
100421691	LOC100421691	9	41994078	41994700
100421692	LOC100421692	9	94496271	94509583
100421693	NSA2P7	9	96407174	96407979
100421694	GLULP5	12	114104933	114105921
100421695	BNIP3P10	19	19870723	19871282
100421696	BNIP3P14	19	20087015	20087575
100421697	BNIP3P23	19	20443212	20443746
100421698	BNIP3P24	19	20784598	20785151
100421699	BNIP3P26	19	21521345	21521895
100421700	BNIP3P29	19	22065827	22066397
100421701	BNIP3P39	19	23798927	23799495
100421702	BNIP3P40	19	24098426	24098979
100421703	BNIP3P12	19	19943702	20009236
100421704	BNIP3P17	19	20221877	20222460
100421705	BNIP3P20	19	20351507	20352076
100421706	BNIP3P22	19	20416513	20417065
100421707	BNIP3P25	19	21318160	21318687
100421708	BNIP3P27	19	21826761	21827278
100421709	BNIP3P38	19	23236317	23236850
100421710	BNIP3P8	19	23380316	23380872
100421712	SUCLG2P3	11	107585899	107586697
100421716	UBE2Q2P4Y	Y	24232825	24238992
100421717	UBE2Q2P5Y	Y	25431146	25437314
100421718	NEK4P1	21	17210424	17211348
100421721	NSA2P6	4	152796307	152796886
100421724	BNIP3P5	15	42313986	42314678
100421728	NEK4P3	10	65054054	65055005
100421729	VPS26BP1	3	47960329	47961080
100421730	LOC100421730	3	60729852	60730718
100421731	VPS26AP1	3	113919143	113920394
100421733	EEF1GP6	6	96750799	96751727
100421734	NEK4P2	17	16666104	16667112
100421736	BNIP3P3	18	15247455	15247983
100421737	LOC100421737	18	46851577	46854787
100421741	ARAFP1	7	63937706	63938511
100421742	LOC100421742	7	3465514	3466441
100421746	LOC100421746	X	55280087	55288785
100421749	NSA2P1	1	203657224	203657859
100421751	LOC100421751	14	19907998	19908644
100421754	BNIP3P2	22	15349487	15350018
100421756	EEF1B2P7	2	232729477	232730275
100421765	NSA2P4	15	59401465	59402111
100421767	UBE2Q2P11	15	84412767	84420774
100421768	UBE2Q2P12	15	84491473	84499536
100421769	UBE2Q2P6	15	82446711	82454701
100421771	UBE2Q2P8	15	84248417	84256031
100421774	EEF1B2P8	3	175059314	175060109
100421775	LOC100421775	6	131825863	131828590
100421776	NIPA2P4	8	81617146	81618244
100421779	ACSM5P1	16	20603911	20607168
100421782	LOC100421782	7	117262817	117264891
100421784	STK24P1	X	136295492	136296932
100421787	LOC100421787	14	34416766	34417565
100421788	KMT5AP2	2	91747742	91748986
100421790	PUS7P1	9	18153567	18154215
100421793	LOC100421793	11	58072187	58073632
100421794	HNRNPCP6	11	85020780	85021842
100421795	ST3GAL5P1	5	33656109	33656675
100421796	EEF1A1P19	5	43494877	43496521
100421797	EEF1A1P20	5	99996486	99998129
100421798	LOC100421798	5	132942928	132944075
100421799	LONRF2P2	13	18608936	18609704
100421802	LOC100421802	4	1100710	1101561
100421803	ENPP7P9	4	3967032	3967659
100421804	ST3GAL1P1	4	67716177	67717586
100421805	ENPP7P10	4	9078957	9141607
100421806	ENPP7P11	4	9677307	9677933
100421807	EEF1A1P21	4	29748758	29750096
100421808	LOC100421808	4	60784152	60784695
100421809	LONRF2P3	15	20775461	20776224
100421810	LONRF2P4	15	21344548	21345311
100421811	LOC100421811	15	69434271	69435128
100421813	ENPP7P2	3	75446764	75491202
100421815	EEF1A1P23	3	193578811	193579468
100421816	ENPP7P4	3	125848222	125909413
100421817	LOC100421817	3	149494659	149496002
100421819	KMT5AP3	3	170062242	170062955
100421820	EEF1A1P36	6	132271933	132273363
100421821	LOC100421821	8	26987125	26988030
100421822	LOC100421822	8	58424992	58426849
100421823	ENPP7P1	8	8154364	8216915
100421824	LOC100421824	8	53394234	53395370
100421825	EEF1A1P37	8	111225635	111226191
100421827	LONRF2P1	18	14450218	14450991
100421828	HNRNPCP4	16	11242465	11243748
100421829	EEF1A1P10	7	144646988	144648637
100421840	LOC100421840	1	199387140	199388468
100421842	LOC100421842	1	228776311	228776864
100421854	EEF1A1P4	12	19456050	19457708
100421855	LOC100421855	12	48160192	48161103
100421859	ENPP7P7	11	67812541	67873370
100421860	ENPP7P8	11	71722142	71780313
100421861	CBX3P3	5	112777442	112778258
100421863	LOC100421863	5	86402328	86402941
100421865	EEF1A1P3	13	28214454	28216076
100421868	LOC100421868	4	139426842	139431082
100421870	LOC100421870	10	65248045	65248749
100421893	LOC100421893	8	99231277	99234425
100421894	LOC100421894	18	76884934	76887089
100421901	LOC100421901	7	109763680	109764376
100421910	LOC100421910	X	131437063	131437689
100421925	MOB4P1	2	70810636	70811482
100421926	NACAP9	2	13583687	13584293
100421943	CBX3P5	12	95286287	95286943
100421973	ARPC3P4	11	73921396	73922226
100421975	CBX3P7	11	89293544	89294252
100421976	LOC100421976	11	113820413	113821901
100421985	LOC100421985	11	124538541	124539317
100422013	LOC100422013	5	71754380	71756310
100422019	EFL1P2	4	65142702	65145350
100422020	LOC100422020	4	69021655	69022339
100422021	LOC100422021	4	69215597	69216528
100422022	LOC100422022	4	69306467	69307216
100422023	UGT2A3P7	4	69517727	69518378
100422024	LOC100422024	4	69574340	69585526
100422026	LOC100422026	4	68784588	68787675
100422029	LOC100422029	4	69406976	69407906
100422032	LOC100422032	15	54047983	54050970
100422044	LOC100422044	3	121356990	121357943
100422053	LOC100422053	18	51687532	51688208
100422055	VPS35P1	16	35090500	35104835
100422059	ABCF2P2	7	72103171	72104208
100422076	LOC100422076	1	199908909	199909847
100422088	ASH2LP2	22	22366365	22368422
100422091	SLC30A6P1	2	111952170	111952670
100422094	KCTD5P1	2	241478309	241479188
100422106	LOC100422106	19	15515142	15516837
100422179	KCTD9P5	5	37505426	37507043
100422188	LOC100422188	4	68300321	68302458
100422189	LOC100422189	4	68813994	68814726
100422190	LOC100422190	4	69387612	69388311
100422194	LOC100422194	15	69022208	69023678
100422200	EIF3EP4	3	182843572	182844619
100422204	LOC100422204	8	12958406	12962205
100422209	LOC100422209	X	26345334	26346110
100422212	LOC100422212	1	163421069	163423190
100422213	LOC100422213	1	75521364	75522200
100422225	LOC100422225	14	77359415	77359998
100422227	LOC100422227	2	27949095	27949706
100422229	MAPRE1P3	2	165285252	165286044
100422230	KCTD10P1	9	28598663	28599279
100422232	PARK7P2	9	95918074	95918872
100422233	LOC100422233	9	136809278	136809873
100422235	CYP4F36P	19	15871666	15871851
100422238	CYP4F23P	19	15563969	15584740
100422241	LOC100422241	11	36696316	36697089
100422242	KCTD9P4	11	112180586	112181926
100422243	NPM1P27	5	93682518	93683732
100422247	CYP4F34P	13	18741911	18742700
100422249	NPM1P41	4	82010470	82011235
100422250	SUMO2P11	4	76668047	76669094
100422254	EBAG9P1	10	99697338	99697948
100422256	NPM1P23	3	24096418	24097462
100422259	NPM1P29	3	149938692	149939812
100422261	NPM1P37	6	69704989	69706175
100422263	LOC100422263	6	167767082	167768584
100422264	CYP51A1P3	6	148479350	148480063
100422265	SUMO2P19	8	102242037	102242617
100422267	LOC100422267	8	50490794	50491371
100422268	BRIX1P1	8	51435593	51436518
100422270	NPM1P44	8	67185243	67186400
100422271	PSMC2P2	8	84678748	84679842
100422272	NPM1P52	8	103016651	103017606
100422273	KCTD9P1	17	20111634	20113186
100422274	LOC100422274	18	5240262	5241145
100422275	LOC100422275	16	47262697	47263719
100422284	NPM1P49	X	47438735	47439856
100422285	CPSF1P2	X	49911588	49912380
100422286	PSMA1P1	X	80709837	80710978
100422287	LOC100422287	1	33511890	33512783
100422288	CYP4A27P	1	47000897	47001086
100422289	PSMB7P1	14	20149234	20149871
100422292	LOC100422292	22	32386667	32387315
100422294	CAPZA1P2	2	159462195	159463268
100422296	PARK7P1	12	49595148	49595696
100422298	LOC100422298	19	21381031	21382000
100422299	C1QBPP2	11	66761402	66762455
100422300	LOC100422300	11	106826094	106827965
100422305	PSMC1P13	13	69893855	69895366
100422309	NPM1P43	15	73161477	73162945
100422310	C1QBPP3	15	33693210	33694250
100422312	NPM1P24	10	72917317	72918549
100422313	NPM1P26	10	96560089	96561221
100422315	LOC100422315	6	104860454	104861343
100422316	NPM1P45	17	9852665	9853406
100422317	LOC100422317	18	63415271	63416487
100422319	LOC100422319	16	85814424	85815061
100422324	CAPZA1P5	7	143979093	143979628
100422325	LOC100422325	7	126511137	126512795
100422330	QRSL1P2	1	222261793	222262795
100422334	LOC100422334	14	38605264	38606100
